R;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
A;Mandzukic;Juventus;25;6,36;7,6;9;0;0;0;0;0;6;4;0;0
A;Insigne;Napoli;28;6,07;7,07;10;0;0;2;1;1;5;6;1;0
A;Petagna;SPAL;36;6,1;7,32;16;0;0;6;6;0;0;8;0;0
A;Callejon;Napoli;33;6,15;6,71;3;0;0;0;0;0;10;1;0;0
A;Muriel;Fiorentina;19;6;6,92;6;0;0;0;0;0;0;1;0;0
A;Defrel;Sampdoria;35;5,97;6,94;11;0;0;0;0;0;2;2;0;0
A;Suso;Milan;35;6,16;6,87;7;0;0;0;0;0;9;8;1;0
A;El Shaarawy;Roma;28;6,18;7,43;11;0;0;0;0;0;3;2;0;0
A;Under;Roma;23;5,96;6,59;3;0;0;0;0;0;6;1;0;0
A;Caputo;Empoli;38;6,08;7,14;16;0;0;6;3;3;3;3;0;0
A;Keita B.;Inter;21;6,02;6,76;5;0;0;0;0;0;2;1;1;0
A;Gabbiadini;Sampdoria;16;6;6,66;4;0;0;0;0;0;1;5;0;0
A;Berardi;Sassuolo;35;6,1;6,77;8;0;0;1;1;0;3;5;1;0
A;Inglese;Parma;25;6,14;7,24;9;0;0;2;2;0;2;3;0;0
A;Simeone;Fiorentina;35;5,66;6,23;6;0;0;0;0;0;3;2;0;0
A;Antenucci;SPAL;30;5,77;6,17;5;0;0;2;1;1;0;0;0;0
A;Lasagna;Udinese;34;5,69;6,13;6;0;0;1;0;1;1;2;0;0
A;Gervinho;Parma;29;6,09;7,24;11;0;0;0;0;0;2;3;0;0
A;Politano;Inter;36;6,04;6,51;5;0;0;0;0;0;5;4;1;0
A;Orsolini;Bologna;32;6,19;7,03;8;0;0;0;0;0;4;2;0;0
A;Okaka;Udinese;14;6,29;7,5;6;0;0;0;0;0;1;4;0;0
A;Zaza;Torino;26;5,69;6,08;4;0;0;0;0;0;3;8;1;0
A;Kalinic;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Farias;Empoli;31;6,02;6,76;7;0;0;0;0;0;4;4;0;0
A;Santander;Bologna;29;6,03;6,9;8;0;0;0;0;0;3;5;0;0
A;Martinez L.;Inter;22;6,07;6,84;6;0;0;1;1;0;1;4;0;0
A;Babacar;Sassuolo;26;5,87;6,75;7;0;0;2;2;0;2;0;0;0
A;Palacio;Bologna;28;6,3;6,73;3;0;0;0;0;0;6;6;0;0
A;Ljajic;Torino;1;6;6;0;0;0;0;0;0;0;0;0;0
A;Cutrone;Milan;29;5,83;6,17;3;0;0;0;0;0;2;2;0;0
A;Castillejo;Milan;22;5,95;6,55;4;0;0;0;0;0;2;3;0;0
A;Kluivert;Roma;24;5,88;6,21;1;0;0;0;0;0;6;2;0;0
A;Destro;Bologna;9;6,28;7,56;4;0;0;0;0;0;1;3;0;0
A;Sansone;Bologna;14;6;6,54;2;0;0;0;0;0;4;3;1;0
A;Caicedo;Lazio;23;6,15;7,2;8;0;0;1;1;0;2;4;0;0
A;Caprari;Sampdoria;21;6;6,93;6;0;0;0;0;0;2;1;0;0
A;Schick;Roma;21;5,81;6,17;3;0;0;0;0;0;0;4;0;0
A;Ciofani D.;Frosinone;28;5,86;6,45;5;0;0;2;2;0;2;1;0;0
A;Niang;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
A;La Gumina;Empoli;17;5,76;6,21;2;0;0;0;0;0;2;1;0;0
A;Sanabria;Genoa;14;5,79;6,18;3;0;0;1;0;1;0;1;0;0
A;Di Francesco F.;Sassuolo;16;5,84;6,28;2;0;0;0;0;0;2;2;0;0
A;Pjaca;Fiorentina;15;5,7;5,93;1;0;0;0;0;0;1;1;0;0
A;Andre' Silva;Milan;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Kouame';Genoa;38;6,07;6,46;4;0;0;0;0;0;5;4;0;0
A;Ciano;Frosinone;32;5,98;6,48;7;0;0;3;2;1;4;12;0;0
A;Pussetto;Udinese;32;5,92;6,27;4;0;0;0;0;0;3;8;0;0
A;Pandev;Genoa;21;6,05;6,6;4;0;0;0;0;0;2;6;0;0
A;Pinamonti;Frosinone;25;5,8;6,48;5;0;0;0;0;0;3;2;0;0
A;Kean;Juventus;10;6,35;8,05;6;0;0;0;0;0;0;2;0;0
A;Falcinelli;Bologna;11;5,45;5,55;0;0;0;0;0;0;1;0;0;0
A;Floccari;SPAL;15;6,07;6,67;3;0;0;0;0;0;1;3;0;0
A;Siligardi;Parma;27;6;6,15;1;0;0;0;0;0;2;2;0;0
A;Stepinski;Chievo;35;5,63;6,1;6;0;0;0;0;0;1;5;0;0
A;Barrow;Atalanta;17;5,82;6;1;0;0;0;0;0;0;0;0;0
A;Younes;Napoli;11;6,27;7,23;3;0;0;0;0;0;2;1;0;0
A;Rigoni E;Atalanta;9;5,78;6,72;3;0;0;0;0;0;0;1;0;0
A;Paloschi;SPAL;17;5,74;6;2;0;0;0;0;0;0;3;0;0
A;Pellissier;Chievo;14;6,18;6,86;4;0;0;2;1;1;1;1;0;0
A;Ounas;Napoli;12;6;6,75;3;0;0;0;0;0;0;0;0;0
A;Karamoh;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Machis;Udinese;11;5,82;5,86;0;0;0;0;0;0;1;2;0;0
A;Galano;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Mirallas;Fiorentina;23;5,7;5,96;2;0;0;0;0;0;1;2;0;0
A;Campbell;Frosinone;15;5,67;5,73;0;0;0;0;0;0;3;4;0;0
A;Teodorczyk;Udinese;12;5,67;5,62;1;0;0;1;0;1;0;1;0;0
A;Oberlin;Empoli;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
A;Meggiorini;Chievo;24;5,54;5,79;3;0;0;1;1;0;0;6;0;0
A;Thereau;Cagliari;4;5,75;5,75;0;0;0;0;0;0;0;1;0;0
A;Sau;Sampdoria;14;5,68;5,75;1;0;0;0;0;0;0;4;0;0
A;Lapadula;Genoa;6;5,67;6,08;1;0;0;0;0;0;0;1;0;0
A;Kownacki;Sampdoria;6;5,75;5,92;1;0;0;2;1;1;1;0;0;0
A;Dionisi F.;Frosinone;6;5,75;6,08;1;0;0;0;0;0;0;2;0;0
A;Djordjevic;Chievo;12;5,42;5,62;1;0;0;0;0;0;0;1;0;0
A;Favilli;Genoa;5;5,7;5,9;0;0;0;0;0;0;1;0;0;0
A;Han;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Ceravolo;Parma;22;5,45;5,57;2;0;0;2;1;1;0;1;0;0
A;Matri;Sassuolo;15;5,7;6,03;2;0;0;0;0;0;0;3;0;0
A;Perica;Frosinone;7;5,07;4,86;0;0;0;0;0;0;0;3;0;0
A;Parigini;Torino;12;5,75;5,67;0;0;0;0;0;0;0;2;0;0
A;Cornelius;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Brignola;Sassuolo;5;5,8;6,2;1;0;0;0;0;0;0;2;0;0
A;Leris;Chievo;22;5,59;5,52;0;0;0;0;0;0;1;5;0;0
A;Medeiros;Genoa;2;5,25;5,25;0;0;0;0;0;0;0;0;0;0
A;Sprocati;Parma;12;5,67;5,92;1;0;0;0;0;0;0;0;0;0
A;Cerri;Cagliari;14;5,61;5,5;0;0;0;0;0;0;0;3;0;0
A;Trotta;Frosinone;8;5,44;5,44;0;0;0;0;0;0;0;0;0;0
A;Ewandro;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Galabinov;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Mraz;Empoli;5;5,6;6,2;1;0;0;0;0;0;0;0;0;0
A;Vizeu;Udinese;1;5;5;0;0;0;0;0;0;0;0;0;0
A;Despodov;Cagliari;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
A;Mchedlidze;Empoli;7;5,71;5,79;0;0;0;0;0;0;1;1;0;0
A;Pucciarelli;Chievo;8;5,38;5,31;0;0;0;0;0;0;0;1;0;0
A;Tumminello;Atalanta;0;0;0;0;0;0;0;0;0;0;1;0;0
A;Edera;Bologna;5;5,5;5,4;0;0;0;0;0;0;0;1;0;0
A;Okwonkwo;Bologna;7;5,57;5,5;0;0;0;0;0;0;0;2;0;0
A;Petkovic;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Pedro Neto;Lazio;2;6;6;0;0;0;0;0;0;0;1;0;0
A;Vlahovic;Fiorentina;4;5,62;5,62;0;0;0;0;0;0;0;0;0;0
A;Schiappacasse;Parma;3;5,33;5,33;0;0;0;0;0;0;0;0;0;0
A;Verde;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Rodriguez Ale.;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
A;Ricci F.;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Ragusa;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Zekhnini;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Avenatti;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Odgaard;Sassuolo;1;6;6;0;0;0;0;0;0;0;0;0;0
A;Da Cruz;Parma;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
A;Dalmonte;Genoa;2;5,75;5,75;0;0;0;0;0;0;0;0;0;0
A;Piccoli;Atalanta;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
A;Lombardi;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Rossi A;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Scamacca;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Jakupovic;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Salcedo E.;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Micin;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Baraye;Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Calaio';Parma;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Sottil;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Graiciar;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Zanimacchia;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Colidio;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Damascan;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Moncini;SPAL;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Ardaiz;Frosinone;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
A;Millico;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
A;Doratiotto;Cagliari;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
